,title,house_type,address,house_age,floor_space,price,per_price
227,昌平商圈百坪住家,華廈,台中市北屯區崇興路一段,31,115.38,2077,18.06
228,北屯公園捷運百坪四房平車,華廈,台中市北屯區崇興路一段,31,115.37,2077,18.06
229,心之所向高樓層2房平車,華廈,台中市北屯區環太東路,0,32.47,828,25.88
230,心之所向,華廈,台中市北屯區環太東路,0,34.52,888,26.12
231,東山商圈3房,華廈,台中市北屯區東光路,28,33.91,898,27.21
232,昌平商圈百坪大空間加平車,華廈,台中市北屯區崇興路一段,31,115.36,2077,18.06
233,北屯心之所向二樓,華廈,台中市北屯區環太東路,0,34.16,890,26.18
234,東山商圈全新整理三房,華廈,台中市北屯區東山路一段,27,36.2,838,23.28
235,心之所向兩房平車B,華廈,台中市北屯區環太東路,0,32.46,838,26.19
236,生態公園四車電梯超豪墅A,透天,台中市北屯區和祥六街,7,125.99,7380,59.04
237,G5捷運旁1+2樓店,公寓,台中市北屯區瀋陽路三段,36,20.58,1200,60.0
238,生態公園四車電梯超豪墅C,透天,台中市北屯區和祥六街,7,125.99,7380,59.04
239,心之所選幸福成家兩房平車,華廈,台中市北屯區,0,32.45,858,26.81
240,陳平國小一樓後院花園華廈,華廈,台中市北屯區雷中街,30,34.51,988,29.06
241,福星大地華廈,華廈,台中市北屯區北屯路,30,43.71,988,22.98
242,北屯官邸稀有捷運宅,華廈,台中市北屯區北屯路,28,40.99,998,24.95
243,大買家好市多大3房捷運宅,華廈,台中市北屯區北屯路,28,40.99,998,24.95
244,心之所向面河岸兩房平車,華廈,台中市北屯區環太東路,0,36.46,938,26.06
245,洲際W高樓兩房平車,華廈,台中市北屯區總太洲際W E5棟13樓,0,36.32,1480,41.11
246,東山臨路透天,透天,台中市北屯區東山路二段,45,31.4,888,28.65
247,文心路捷運旁商辦附平車,華廈,台中市北屯區昌平路一段,32,48.43,1098,22.88
248,活力水岸兩房平車樹梢戶,華廈,台中市北屯區祥順東路,4,37.76,1058,28.59
249,文心捷運商辦+平車,華廈,台中市北屯區昌平路一段,32,48.42,1098,22.88
250,昌平崇德可改套住辦,華廈,台中市北屯區崇興路一段,31,115.37,1980,17.22
251,生活藝境百坪住辦四房平車,華廈,台中市北屯區崇興路一段,31,115.4,1980,17.22
252,北屯三房車位,華廈,台中市北屯區松和街,28,42.69,1058,25.19
253,鉅育芳鄰超採光大三房車位,華廈,台中市北屯區松和街,28,42.69,1058,25.19
254,國家廣場松竹捷運三房平車,華廈,台中市北屯區北屯路,26,47.72,1098,23.36
255,國家廣場松竹捷運三房平車,華廈,台中市北屯區北屯路,26,47.73,1098,23.36
256,鉅育芳鄰入門玄關三房車位,華廈,台中市北屯區松和街,28,42.69,1058,25.19
257,大連昌平商圈美三房附車位,華廈,台中市北屯區大連路三段,32,43.5,1080,25.12
258,松竹捷運站 三房平車,華廈,台中市北屯區北屯路,26,47.73,1098,23.36
259,專任機捷櫻花巨人三房平車,華廈,台中市北屯區南興北三路,0,45.83,1398,31.07
260,松竹商圈芳鄰3房附車位,華廈,台中市北屯區松和街,28,42.69,1058,25.19
261,太原車站旁旺財金透店,透天,台中市北屯區太原路三段,42,33.21,2680,81.21
262,國家廣場大坪數四房,華廈,台中市北屯區北屯路,26,58.01,1260,21.72
263,裕國豐展金店面,華廈,台中市北屯區太順路,6,141.21,3050,21.63
264,獨賣G5捷運站旁黃金店面,華廈,台中市北屯區瀋陽路三段,29,66.42,1680,25.45
265,昌平商圈收租金雞母,華廈,台中市北屯區大連路三段,32,76.13,1788,23.53
266,翠西梅諾5房雙車大露台,華廈,台中市北屯區梅川西路四段,28,84.25,1936,23.05
267,一點利6房樓中樓視野戶,華廈,台中市北屯區遼寧路一段,28,54.19,1298,24.04
268,公園城市六房附車位,華廈,台中市北屯區遼寧路一段,28,54.19,1450,26.85
269,東山商圈樓店,華廈,台中市北屯區東光路,28,53.3,1280,24.15
270,都會生活高投報角間店面,華廈,台中市北屯區東光路,28,58.91,1380,23.79
271,都會生活高投報店面,華廈,台中市北屯區東光路,28,53.3,1280,24.15
272,台中天津捷運站店住,華廈,台中市北屯區天津路四段,28,53.64,1298,24.49
273,惠宇4房雙車超大露臺戶,華廈,台中市北屯區興安路一段,23,103.46,2380,23.11
274,特力屋大3房平車美廈,華廈,台中市北屯區旅順路二段,33,47.53,1158,24.64
275,總太聚作高層樓三房平車,華廈,台中市北屯區環太東路,0,44.82,1178,26.77
276,文心G4捷運站4大房車位,華廈,台中市北屯區文心路四段,30,58.22,1280,22.07
277,洛克斐勒商辦大樓,華廈,台中市北屯區崇德路一段,31,148.11,2280,15.41
278,水湳停4車角店,透天,台中市北屯區陳平路,23,24.51,638,26.58
279,東山路大地坪豪墅,透天,台中市北屯區東山路一段,28,130.07,3680,28.31
280,崇德商圈B1頂級招待所,華廈,台中市北屯區梅川東路四段,27,647.66,5700,8.81
281,東山邊間大地坪六車位別墅,透天,台中市北屯區東山路一段,28,130.07,3680,28.31
282,凱悅VIP無敵視野極品套,華廈,台中市北屯區九龍街,30,10.45,358,35.8
283,水湳衛道大地坪別墅,透天,台中市北屯區瀋陽北路,37,62.19,4980,80.32
284,松竹商圈臨路面公園別墅,透天,台中市北屯區北屯路,37,35.46,2750,78.57
285,民俗公園臨路邊間美透天,透天,台中市北屯區崇德一路,37,35.37,2580,73.71
286,北屯好便宜透天,透天,台中市北屯區中清路二段,40,20.0,1080,54.0
287,正松竹路近興安路黃金店面,華廈,台中市北屯區松竹路二段,22,43.67,2798,65.07
288,生態公園四車電梯超豪墅B,透天,台中市北屯區和祥六街,7,125.99,7780,62.24
289,梅川超值百萬藝術風格宅,華廈,台中市北屯區文心路四段,4,68.35,3480,51.18
290,正松竹路11米面寬店霸,華廈,台中市北屯區松竹路二段,30,97.45,4980,51.34
291,雅哥皇家花園別墅,透天,台中市北屯區苧園四十八巷,31,150.9,3680,24.53
292,十期鄰路大地坪別墅,透天,台中市北屯區大仁段,0,82.18,3980,48.54
293,新十期臨路電梯別墅,透天,台中市北屯區太順二街,8,101.02,3680,36.44
294,中台科大買地送別墅,透天,台中市北屯區&#24269;子路,44,80.19,2880,36.0
